-9.176849230495722765e-01,3.500944651200670332e-01,-1.878516635534407953e-01,-3.072762301412496622e-01,-3.256637447314315037e-01,8.941613074595003985e-01,2.518644484592512112e-01,8.782807016323399552e-01,4.064324159593106223e-01
9.159358410089328828e-01,-3.541701309873881431e-01,1.887460025315376710e-01,-3.146475056721401709e-01,-3.418023287991195924e-01,8.855326731418773356e-01,2.491153996234667378e-01,8.704795726172296355e-01,4.245077517861902683e-01
-9.227002132312032145e-01,3.472479309431641403e-01,-1.674610132501995197e-01,-2.957123824617559626e-01,-3.588084077789684412e-01,8.853308496635103886e-01,-2.473428862164506470e-01,-8.664152589623599354e-01,-4.337581073309211832e-01
-9.307007282901091916e-01,3.364508317228788736e-01,-1.435165223702249415e-01,-2.711477809069465228e-01,-3.712450850442259309e-01,8.880630426606800354e-01,-2.455097457729503163e-01,-8.654351071359935865e-01,-4.367459674307395123e-01
-9.415802358250212611e-01,3.181081710592892353e-01,-1.106067403416785416e-01,-2.361741204095340885e-01,-3.895303418371432458e-01,8.902178933480393574e-01,-2.401009045224122840e-01,-8.643340235658623083e-01,-4.419029886230317894e-01
-9.526765131081605942e-01,2.997767647657073598e-01,-5.041183074122628643e-02,-1.768834917967025688e-01,-4.117978455645554536e-01,8.939433789218398374e-01,-2.472239707267120390e-01,-8.605558817967582375e-01,-4.453356965291705438e-01
-9.549777622170394498e-01,2.952812246757529069e-01,-2.874842647734463658e-02,-1.584088890062568811e-01,-4.255722943959438509e-01,8.909516519578242200e-01,-2.508467611007547671e-01,-8.553930211292113395e-01,-4.531872481091022697e-01
-9.607876437785437540e-01,2.765891203215626870e-01,1.963573482755872832e-02,-1.091694738863075442e-01,-4.424152741002801426e-01,8.901408603216464099e-01,-2.548904265245381384e-01,-8.530927169789442877e-01,-4.552622175226282430e-01
9.659133911697839192e-01,-2.441939233833027578e-01,-8.591070097232841873e-02,-3.848260789943924731e-02,-4.636395869286551452e-01,8.851877892977758622e-01,2.559890811111777964e-01,8.517086715628150451e-01,4.572329046958005794e-01
9.654823856773872004e-01,-2.328569110899047501e-01,-1.167108474151792308e-01,-9.434797267036188276e-03,-4.790515033225393737e-01,8.777360889042590264e-01,2.602974213226688649e-01,8.463375899261968982e-01,4.647127460385456210e-01
9.632283870481438415e-01,-1.961559199054854208e-01,-1.836135329180942355e-01,6.161586277739924955e-02,-5.039040875926310559e-01,8.615591424630315576e-01,2.615235359175689389e-01,8.411917293896027381e-01,4.732884052749457560e-01
9.492316353592834544e-01,-1.327783786109257291e-01,-2.851827565029039224e-01,1.741856633478237881e-01,-5.330491658949816358e-01,8.279601085938520511e-01,2.619516312551220527e-01,8.356006755096111460e-01,4.828590415128026225e-01
9.087863129836681875e-01,-4.412602598915252305e-02,-4.149220784243166649e-01,3.233802754301317028e-01,-5.539284388430372186e-01,7.671952046928133262e-01,2.636904146841182461e-01,8.313941174144305890e-01,4.891330971549537887e-01
8.413391413281953168e-01,5.193342262587789110e-02,-5.380068483611495367e-01,4.706447841129594578e-01,-5.598475672906335632e-01,6.819561485799692235e-01,2.657855083641710303e-01,8.269665174679815545e-01,4.954638660189841226e-01
7.584338120931291005e-01,1.407433892511095186e-01,-6.363721010980883941e-01,5.939671680894421657e-01,-5.511982197006189965e-01,5.859893564141562816e-01,2.682930411056037578e-01,8.224182761715470580e-01,5.016443193272778212e-01
6.840667071358601525e-01,2.070240921361081732e-01,-6.994238811075309536e-01,-6.764399986716639335e-01,5.388156697086446956e-01,-5.021021830997186575e-01,2.729132982933966667e-01,8.165896762460594926e-01,5.086252375403474968e-01
6.102353383496113004e-01,2.659198021858729111e-01,-7.462569869922570653e-01,-7.423358452561672483e-01,5.209165613803338202e-01,-4.214064889480241272e-01,2.766772933891532005e-01,8.111304425831369347e-01,5.152834952118466871e-01
5.280394375792922812e-01,3.232072560898623381e-01,-7.853097617958192389e-01,-8.010415576046601149e-01,4.966123208742393436e-01,-3.342284035599024095e-01,2.819694581887268181e-01,8.055515330298634868e-01,5.211333344567322667e-01
-4.422480567917956851e-01,-3.788634880080044010e-01,8.129447175043880147e-01,8.499605801847159858e-01,-4.664013905094189227e-01,2.450239887499616465e-01,2.863279036278889023e-01,7.993323466401748290e-01,5.282841387158706548e-01
