1.318256738556407459e+00,6.059876260675668425e-01,5.149994813974557717e-01
1.380384264602885214e+00,6.210280660659446283e-01,5.288256694312587491e-01
1.445439770745927222e+00,6.632092626666090673e-01,5.595346773507291482e-01
1.513561248436207984e+00,6.845868943182487065e-01,5.809432155771887540e-01
1.584893192461113376e+00,7.002070330805416631e-01,6.005560280939772344e-01
1.659586907437560432e+00,7.273585711768340012e-01,6.252071911047474284e-01
1.737800828749375359e+00,7.578497090233266009e-01,6.555032224364812921e-01
1.819700858609983429e+00,7.971528210605784981e-01,6.863281764484443492e-01
1.905460717963247230e+00,8.459796489837070332e-01,7.329273487338805460e-01
1.995262314968879735e+00,8.796394640552911426e-01,7.599737444983832857e-01
2.089296130854039646e+00,9.258784311943686340e-01,7.919955386055305135e-01
2.187761623949552980e+00,9.685766476467704278e-01,8.308183031653907369e-01
2.290867652767773599e+00,1.022421702028887935e+00,8.734775213868917199e-01
2.398832919019491250e+00,1.091029641986710708e+00,9.199128422824819351e-01
2.511886431509581019e+00,1.134492298156060786e+00,9.627183777184925573e-01
2.630267991895381297e+00,1.167319029047075851e+00,1.002711315722786711e+00
2.754228703338166273e+00,1.225841684155304145e+00,1.049469288586960314e+00
2.884031503126605500e+00,1.296324084525348308e+00,1.110939080234165655e+00
3.019951720402016093e+00,1.351138517672175521e+00,1.166439432079438676e+00
3.162277660168379523e+00,1.404894748686296602e+00,1.236403156906883183e+00
3.311311214825911176e+00,1.466963640523812895e+00,1.287740452917807588e+00
3.467368504525316641e+00,1.538254280541439423e+00,1.359320804039827246e+00
3.630780547701013994e+00,1.622942854054373552e+00,1.430938778124329014e+00
3.801893963205612792e+00,1.699053926808641535e+00,1.500819872612803030e+00
3.981071705534973137e+00,1.788353463303243185e+00,1.596094147459658830e+00
4.168693834703354639e+00,1.877560918760894371e+00,1.675853059766226671e+00
4.365158322401661017e+00,1.986517980982035469e+00,1.764121699345587713e+00
4.570881896148751622e+00,2.103386805245421876e+00,1.854138632242961826e+00
4.786300923226383119e+00,2.227131764072500797e+00,1.952649021546222441e+00
5.011872336272721995e+00,2.351589183869648991e+00,2.058111624553499386e+00
5.248074602497725394e+00,2.461374038561968014e+00,2.154412907547127887e+00
5.495408738576245788e+00,2.585283166000557742e+00,2.260463476196543198e+00
5.754399373371569482e+00,2.720095379472290187e+00,2.370071977482496095e+00
6.025595860743577781e+00,2.863190448148593692e+00,2.478230279935305091e+00
6.309573444801933384e+00,3.038025820847159331e+00,2.615837818284980187e+00
6.606934480075961069e+00,3.234850526848665808e+00,2.762754850864595824e+00
6.918309709189365719e+00,3.416716562255203815e+00,2.901095872558050459e+00
7.244359600749902484e+00,3.619963223817106890e+00,3.065086384665604236e+00
7.585775750291840147e+00,3.823601985082721200e+00,3.238821371600323129e+00
7.943282347242817565e+00,4.062876776458582917e+00,3.407497653654321557e+00
8.317637711026709013e+00,4.308055719444864096e+00,3.600127738593736026e+00
8.709635899560804972e+00,4.568670478711720051e+00,3.793215635376786743e+00
9.120108393559096527e+00,4.860547573367439256e+00,4.006530603746594643e+00
9.549925860214358408e+00,5.146590827071413798e+00,4.225128105693096714e+00
1.000000000000000000e+01,5.440943046886278722e+00,4.454761116881387650e+00
1.047128548050899610e+01,5.783004216418472510e+00,4.715072409223257210e+00
1.096478196143185180e+01,6.162949039927194228e+00,4.995981208017453490e+00
1.148153621496882870e+01,6.527805856328640743e+00,5.267064069170474205e+00
1.202264434617413080e+01,6.897863208907301313e+00,5.557060902076323750e+00
1.258925411794167459e+01,7.297916599441287566e+00,5.857100664610788598e+00
1.318256738556407370e+01,7.703422409089768053e+00,6.147942531633746377e+00
1.380384264602885303e+01,8.182575949536277093e+00,6.486776929790970314e+00
1.445439770745928065e+01,8.678458552752237765e+00,6.818508701751460066e+00
1.513561248436208651e+01,9.237780071227101431e+00,7.200887378780643111e+00
1.584893192461114175e+01,9.833078835342988100e+00,7.597462231214652917e+00
1.659586907437561365e+01,1.044421534106751359e+01,8.013774108783239924e+00
1.737800828749376336e+01,1.112734454905700154e+01,8.444536461085450085e+00
1.819700858609984451e+01,1.184855749512227518e+01,8.878681773143060951e+00
1.905460717963248385e+01,1.261515497882972348e+01,9.325564143451753552e+00
1.995262314968880801e+01,1.338978700229468544e+01,9.785555038489652802e+00
2.089296130854038580e+01,1.425009033722199447e+01,1.026068647707125692e+01
2.187761623949552003e+01,1.512070812241381468e+01,1.071162405887911540e+01
2.290867652767772356e+01,1.607791719621569726e+01,1.118961539021855778e+01
2.398832919019490006e+01,1.708749652340057423e+01,1.167173716844105691e+01
2.511886431509579509e+01,1.812958405236761905e+01,1.219257441100998385e+01
2.630267991895381385e+01,1.920831664962547336e+01,1.272797549046132559e+01
2.754228703338166184e+01,2.033546298710659528e+01,1.328093659475189625e+01
2.884031503126605855e+01,2.153775730011964384e+01,1.388655209716959682e+01
3.019951720402016093e+01,2.278868317628280238e+01,1.456507690859038107e+01
3.162277660168379256e+01,2.410648681900176271e+01,1.532085652091099703e+01
3.311311214825911264e+01,2.550447793913319927e+01,1.616376714306371554e+01
3.467368504525316553e+01,2.698168259969603255e+01,1.707820714870770118e+01
3.630780547701014171e+01,2.849675820384922176e+01,1.809060681216788780e+01
3.801893963205612437e+01,3.011965506980853036e+01,1.919205654068740330e+01
3.981071705534973404e+01,3.182762564011913042e+01,2.038854857903633189e+01
4.168693834703355350e+01,3.360991454623013652e+01,2.165919309301613893e+01
4.365158322401661195e+01,3.546056061522636327e+01,2.302619969718713477e+01
4.570881896148751622e+01,3.738964997312420024e+01,2.448759985402389106e+01
4.786300923226384896e+01,3.936921344286275826e+01,2.600086228509106334e+01
5.011872336272725192e+01,4.141936822392662521e+01,2.760622856009555548e+01
5.248074602497728591e+01,4.356113514389438279e+01,2.932465991362966307e+01
5.495408738576248453e+01,4.582474472033403146e+01,3.116395998213606333e+01
5.754399373371572324e+01,4.818745008234653682e+01,3.314084598220358657e+01
6.025595860743580801e+01,5.065242739536812167e+01,3.519571101848163153e+01
6.309573444801936404e+01,5.320015880087123605e+01,3.735326675266853158e+01
6.606934480075958049e+01,5.584129519610387860e+01,3.962641022488877240e+01
6.918309709189362877e+01,5.858933148276373259e+01,4.203417301028635222e+01
7.244359600749898220e+01,6.145431427456601625e+01,4.454856219614355695e+01
7.585775750291836061e+01,6.441219719693802404e+01,4.718014842419864152e+01
7.943282347242814012e+01,6.746741440340014151e+01,4.989943799559525672e+01
8.317637711026708303e+01,7.065884134474548262e+01,5.275814890474039487e+01
8.709635899560805683e+01,7.402212099391358890e+01,5.580767391633447971e+01
9.120108393559097237e+01,7.749944135507229248e+01,5.898395158556667894e+01
9.549925860214358408e+01,8.112001918606675588e+01,6.234004053495763742e+01
1.000000000000000000e+02,8.477444253730473633e+01,6.573030235077352756e+01
1.047128548050899610e+02,8.850446456096685210e+01,6.919701794362634928e+01
1.096478196143185073e+02,9.235962822113823734e+01,7.278154961599150852e+01
1.148153621496882835e+02,9.635223551630815564e+01,7.648388988993706050e+01
1.202264434617413116e+02,1.005114986945121700e+02,8.022093276289004393e+01
1.258925411794167530e+02,1.048788380282046404e+02,8.409629397953371210e+01
1.318256738556407299e+02,1.094138179994012745e+02,8.810339576801479211e+01
1.380384264602885196e+02,1.141279509833041033e+02,9.233169634340555376e+01
1.445439770745927888e+02,1.190538771190947216e+02,9.672430615650431207e+01
1.513561248436208757e+02,1.242564958592063675e+02,1.012973393829982882e+02
1.584893192461114211e+02,1.296685656314381845e+02,1.060546299300071809e+02
1.659586907437561365e+02,1.352510410307283166e+02,1.109756191940238779e+02
1.737800828749376194e+02,1.408700745197058097e+02,1.159893073705662374e+02
1.819700858609984380e+02,1.465118812745552646e+02,1.210555863767745990e+02
1.905460717963248385e+02,1.521194051848449931e+02,1.261832746661225571e+02
1.995262314968880730e+02,1.577611551823177933e+02,1.313669164602399348e+02
2.089296130854040712e+02,1.636861945673876448e+02,1.369133976080376272e+02
2.187761623949551790e+02,1.699794079589741784e+02,1.428517081356318386e+02
2.290867652767772427e+02,1.766766742052573420e+02,1.492424034282252308e+02
2.398832919019489793e+02,1.838038918652348457e+02,1.560591538053987222e+02
2.511886431509579722e+02,1.914462064613670975e+02,1.632664617478535547e+02
2.630267991895381670e+02,1.996111243291796029e+02,1.710618823728283076e+02
2.754228703338166042e+02,2.081833871560607747e+02,1.798189099873625878e+02
2.884031503126605571e+02,2.172550833799681413e+02,1.892885932501260129e+02
3.019951720402016235e+02,2.268054637437671204e+02,1.986584493834822069e+02
3.162277660168379612e+02,2.367765238501687861e+02,2.082560490222916769e+02
3.311311214825910838e+02,2.473095447995185054e+02,2.180703877756895963e+02
3.467368504525316553e+02,2.585148619446109137e+02,2.284045480835749515e+02
3.630780547701014029e+02,2.705498939085930488e+02,2.394479495989146756e+02
3.801893963205612863e+02,2.833047844492049876e+02,2.511588623193094634e+02
3.981071705534973262e+02,2.966691637490762332e+02,2.633498484567190872e+02
4.168693834703354923e+02,3.106551412913859167e+02,2.759111821538294294e+02
4.365158322401661053e+02,3.252971967045605197e+02,2.890123866439809035e+02
2.197314202785491943e+02,2.197314202785491943e+02,2.197314202785491943e+02
