2.220446049250313081e-16,1.239792743247337512e+02,1.175805933370056380e+02,9.319969740420155802e+01
2.170261986503652096e-02,1.240625283478915577e+02,1.180022845357151766e+02,9.222777666785511030e+01
4.836838426197664909e-02,1.188653272314175524e+02,1.152027785378225246e+02,9.215800280340609163e+01
7.112072478413655752e-02,1.185381214803330749e+02,1.117491666138702726e+02,9.106480129859730255e+01
9.907626912006795017e-02,1.155927761398457392e+02,1.082448660991188518e+02,8.878467195488113362e+01
1.277614347218702928e-01,1.152952308022562420e+02,1.082192926623744569e+02,8.930063099551338723e+01
1.522368124380870658e-01,1.135817080517144859e+02,1.075866270146182444e+02,8.865024271684849566e+01
1.823094331523358314e-01,1.123208859707693534e+02,1.061976777783340395e+02,8.741527230762108047e+01
2.131669294293689898e-01,1.104828431324779245e+02,1.057071166885137643e+02,8.570301770862282353e+01
2.448297860036201534e-01,1.087655748417143258e+02,1.041656166277420539e+02,8.424700206427893079e+01
2.773190222475785394e-01,1.069651237796635428e+02,1.027672897732054054e+02,8.365296545319689869e+01
3.106562061254896090e-01,1.055495672165677945e+02,1.009018822845563790e+02,8.268701029268221703e+01
3.448634685112383913e-01,1.029276673612591821e+02,9.768677184955129178e+01,8.053074370330317322e+01
3.799635178799187774e-01,1.039326713391389347e+02,9.737244627547840992e+01,8.051350923870086262e+01
4.220730788650979282e-01,1.015316672482599074e+02,9.537366993205415611e+01,7.888236931865334611e+01
4.591882481315308073e-01,1.001832402945684493e+02,9.288636159213690746e+01,7.777724116343060246e+01
5.037153502812694583e-01,9.765559257159631557e+01,9.165921699305165760e+01,7.641026297888787155e+01
5.496011961218185693e-01,9.455909015811567997e+01,8.783607897039635759e+01,7.585158226045614072e+01
5.968872476915363379e-01,9.174142371118064432e+01,8.700640019951013926e+01,7.348098794801011024e+01
6.456162322421075128e-01,9.308165478653745595e+01,8.123877537289364170e+01,7.277694102828230882e+01
7.031299012575624729e-01,9.101599148475909828e+01,7.704373913910208671e+01,7.141639148495841027e+01
7.551008783982273709e-01,8.961119250348284027e+01,7.156009650386219789e+01,7.028060970526414053e+01
8.164409946605706292e-01,8.565539118523369666e+01,7.320303993336229098e+01,6.838852497517083862e+01
8.880148566263739163e-01,8.303200564633016256e+01,6.881444006240013778e+01,6.377295324547040423e+01
9.540002664885047778e-01,7.933249111761188033e+01,6.938228002159617347e+01,6.236993850482723190e+01
1.030994424716543456e+00,7.433996419890506502e+01,6.522869270243856477e+01,6.041963013418138928e+01
1.111022410781205672e+00,7.547311136356552197e+01,6.287673964988452013e+01,5.724566118997207553e+01
1.203646143981992989e+00,7.503087996213690758e+01,5.839808787990794769e+01,5.498581602501951693e+01
1.300333858648934360e+00,7.332159386964792702e+01,5.767003300965432544e+01,5.512299712012496400e+01
1.411597290654901915e+00,7.410762111466235069e+01,4.896518294001307225e+01,4.867538040640705077e+01
1.528242355094440175e+00,5.616829475996928522e+01,5.071843482200235798e+01,4.573778955989137529e+01
1.673390626043504081e+00,5.462268058831130446e+01,4.278764239695961180e+01,3.663932121860730007e+01
1.826871967007413833e+00,4.573726801085132365e+01,4.004845236801742203e+01,3.460520545385129054e+01
2.002028139252851613e+00,3.774812179632402120e+01,3.449173065212024625e+01,2.523632499249596606e+01
2.207925472383703180e+00,3.427323241978307067e+01,3.231652086863147133e+01,2.222864293874403785e+01
2.444225704554146450e+00,3.206754180635822138e+01,2.744453032601114373e+01,1.946456794300124926e+01
2.733142617318718770e+00,2.804731429206455573e+01,2.415873023368900263e+01,1.799297304667024378e+01
3.084822635834012949e+00,2.802269357965222696e+01,1.958398087825420575e+01,1.575627800768343434e+01
3.490861369260648495e+00,2.486944145085655578e+01,1.673679868190871289e+01,1.442940608537910308e+01
3.937261084727583516e+00,2.185738716788023339e+01,1.534779144146473939e+01,1.279370109675802603e+01
4.428033736605549109e+00,2.166476518113129401e+01,1.142593968459443587e+01,9.002407772875445247e+00
4.939380663491011347e+00,1.781934497372053983e+01,8.084281481618026177e+00,7.689539603882644236e+00
5.529765807949102552e+00,1.419845587939086862e+01,6.031093086364061051e+00,5.272127367693024702e+00
