6.550733392853790527e+00,3.786446403627658608e+00,2.151161813107365539e+00
7.079319517617493673e+00,4.241897877399533279e+00,2.404407024579683583e+00
7.583548606111035539e+00,4.734058626645711421e+00,2.703836684454661299e+00
8.102580159156389072e+00,5.273281388985034290e+00,3.010011063835099421e+00
8.683382173295921547e+00,5.830878239923923623e+00,3.369251789981043910e+00
9.351351847075498824e+00,6.405278262758497654e+00,3.723272172849182660e+00
1.004317229264903055e+01,7.127742478018459948e+00,4.129385757500694254e+00
1.070956037928482196e+01,7.731047371865856555e+00,4.487155970904292523e+00
1.176494778147329434e+01,8.584238739502172422e+00,4.986917963506765084e+00
1.269496475184804574e+01,9.390226305727745526e+00,5.489700659760093693e+00
1.390960488452506993e+01,1.032982892931452668e+01,6.026179602597172114e+00
1.532838865771899961e+01,1.129605975960519260e+01,6.647207915169699888e+00
1.710317820191282578e+01,1.242125546762409094e+01,7.290479536430864549e+00
1.880867419691727704e+01,1.342074836895609558e+01,7.877651581127523173e+00
2.128778747089887702e+01,1.451018512658708204e+01,8.418190912904337964e+00
2.463170781358532579e+01,1.550664699495284715e+01,8.943347963541926404e+00
2.875475209473645322e+01,1.652675096803370991e+01,9.491105450921137887e+00
3.241009316167016152e+01,1.780495930138910055e+01,1.032067521455969938e+01
3.548888101899904512e+01,1.928507858906533912e+01,1.146637050260844148e+01
3.827819496513403408e+01,2.102510473418162817e+01,1.271662820071062150e+01
4.170281330838270151e+01,2.355145161460578862e+01,1.436761685146651146e+01
4.427633845033776083e+01,2.569736878569587546e+01,1.584126107598523525e+01
4.725886811465100124e+01,2.813558235160863319e+01,1.764379444326232971e+01
5.091688077344886665e+01,3.134999000512778622e+01,2.021293753897598933e+01
5.391972973857311047e+01,3.397567407719429866e+01,2.248329000848049120e+01
5.760752516720882710e+01,3.705766355851605454e+01,2.538899155166878430e+01
6.222820998649134339e+01,4.085454683886517557e+01,2.898710964300360260e+01
6.715930672915564514e+01,4.454858612545842078e+01,3.209208173159029087e+01
7.267841346493821675e+01,4.848533527533394505e+01,3.528520225713195657e+01
7.999159640516020886e+01,5.340941848299269878e+01,3.894593812736724914e+01
5.554576590657234192e+01,5.554576590657234192e+01,5.554576590657234192e+01
