-7.650890845281848041e-01,-1.347422622446336690e-02,-6.437834558013093567e-01,-9.122747062889088876e-02,9.919647450465370886e-01,8.765553711782128610e-02,-6.374294010621722739e-01,-1.257950309527798294e-01,7.601706182490284291e-01,-9.352287162174469093e-02,-9.894538766280311926e-01,-1.106096673414356940e-01,-5.633099143515285512e-01,1.441913638256499541e-01,-8.135667096135217324e-01,8.209356935088740759e-01,-1.377957270235531662e-02,-5.708543689061548188e-01
1.855146753843150420e-01,9.680976555254505733e-01,1.684376281689405896e-01,-7.591829691893405840e-01,3.237594078685497589e-02,6.500715481783697625e-01,6.238794150394038063e-01,-2.484727909133958301e-01,7.409694647323864514e-01,1.867038692813708656e-01,9.564861559265799285e-01,-2.242228773255726948e-01,8.492185261460066803e-01,-2.718815200810253963e-01,-4.526680173027857190e-01,4.939327485050662436e-01,1.058993510802829219e-01,8.630270954002581263e-01
6.278074238549712360e-01,-1.331941662075363658e-02,7.782547344497604547e-01,7.757543870012700848e-01,9.258599078954969641e-02,-6.242058677694410918e-01,6.374142766574870944e-02,-9.956156022533999561e-01,-6.845876823849463000e-02,8.174212858069649368e-01,3.673586729514576737e-02,5.748677391920347102e-01,5.645503537430942576e-01,1.472393673462426833e-01,-8.121597544769287857e-01,1.144785551893226921e-01,-9.884184563015563363e-01,-9.961734610103580023e-02
-7.795960643886239438e-01,6.153329255538371179e-01,1.165991728921121351e-01,2.638017448247080843e-01,1.537842735224645985e-01,9.522389598439080505e-01,5.680128658905611028e-01,7.731208107058848977e-01,-2.822155138121715812e-01,7.604409162308601866e-01,-4.907297857161513344e-01,-4.253397351917059810e-01,-3.806369002593689155e-01,-8.674746329925286936e-01,3.203175163418592875e-01,5.261607768381346695e-01,8.168254725128556992e-02,8.464530692198076745e-01
-8.409509139155683932e-02,4.384018901054377859e-01,8.948361852070051414e-01,-9.082092337238421020e-01,-4.032001600354380710e-01,1.121856440287623269e-01,4.099804914658705668e-01,-8.032642240878006268e-01,4.320677989830140620e-01,-3.460494670475604967e-02,-1.225341243711061956e-01,9.918608198876329718e-01,9.957620637992663504e-01,8.038846431924323577e-02,4.467221846539673469e-02,8.520803930256432013e-02,-9.892032567521198416e-01,-1.192329940461640120e-01
7.667226998269802696e-01,-5.463798551389421609e-01,3.370539355479695853e-01,-6.352502880564366849e-01,-7.215216611705200789e-01,2.754334111649260897e-01,-9.270044818791546570e-02,4.252946582783301843e-01,9.002949964015560802e-01,-2.026283679198410959e-01,9.205704840589993276e-01,-3.339037711579815326e-01,9.630039661650812155e-01,2.491871282949091326e-01,1.026115794755176336e-01,1.776657132495332581e-01,-3.007586390638123941e-01,-9.370054083963541558e-01
2.249359646360234721e-01,2.921766130854299703e-01,9.295357112984892201e-01,5.889226888375853619e-01,-8.007789396125891690e-01,1.091932069555876517e-01,7.762563226058581956e-01,5.228631911302077384e-01,-3.521934198356999612e-01,-1.254074998322658452e-01,5.084854344327994768e-01,8.518893836382206430e-01,4.810178718188840574e-01,-7.198274970772359227e-01,5.004699605794081796e-01,8.676950881367556656e-01,4.725367048401740155e-01,-1.543188148027921092e-01
6.019453319792429369e-01,-3.975294220586915173e-01,6.925548179791123360e-01,-2.741785791338499090e-01,7.116657525280787322e-01,6.468059704600649384e-01,-7.499919493251525626e-01,-5.792255305805553700e-01,3.193898255598195401e-01,6.595652736624426637e-01,-7.279472901367062265e-01,1.872602268534710457e-01,-3.282018940432488568e-02,2.210040820100891701e-01,9.747204886029338100e-01,-7.509304128519844745e-01,-6.490377019230114675e-01,1.218752498928495909e-01
8.676125950981213863e-01,-3.147266175807437172e-01,3.849617396745911302e-01,-2.525431909419861842e-01,3.880013182497785151e-01,8.863841795436521176e-01,4.283343571743254419e-01,8.662575443957870602e-01,-2.571527663499634797e-01,-8.058781375070583897e-01,5.823242392215145502e-01,-1.070462886009519859e-01,1.204926090414461942e-01,3.383121605222003669e-01,9.332879583543259860e-01,5.796912614957545618e-01,7.392180750346168949e-01,-3.428041407094953308e-01
-7.680157929790052407e-01,-5.603630917811370793e-01,-3.100724868547901636e-01,-2.418229956861301100e-01,-1.945781112380034206e-01,9.506108548635641142e-01,5.930205565511325050e-01,-8.050668071635642686e-01,-1.393038087235587419e-02,6.704391136192586753e-01,5.333270992980804204e-01,5.158232256148600481e-01,-3.635248008074294379e-01,-3.699390339212253465e-01,8.549823567649506018e-01,6.468084060425792758e-01,-7.607281487730859215e-01,-5.414397045777225720e-02
7.837319220505617468e-01,-5.670435687445866124e-01,-2.534282255478573220e-01,7.354152550858134019e-02,-3.204397164408062659e-01,9.444098856710502199e-01,-6.167300206612312818e-01,-7.588016732142455201e-01,-2.094375857921830508e-01,8.823263362923207120e-01,2.554831938960691606e-01,3.952576045082920597e-01,4.625412852978277867e-01,-6.258379428829330404e-01,-6.279987489184122307e-01,-8.692407997789387830e-02,-7.369227957423502007e-01,6.703648241333035607e-01
3.645111980359434511e-01,5.191106630466073568e-01,7.730819529763405251e-01,8.978676697092463632e-01,-4.160599687408248482e-01,-1.439713516720317887e-01,2.469113893632473855e-01,7.466044614939663093e-01,-6.177511990113943030e-01,3.602461826287561841e-01,8.625841082243236313e-01,3.552060587043203710e-01,-2.541177815552874697e-01,-2.756306317073763390e-01,9.270662910288626213e-01,8.975783202589220355e-01,-4.242362680198864533e-01,1.199030770986762306e-01
-1.149967612290203889e-01,1.543835230371613521e-01,-9.812958130561187930e-01,-1.586851684088975145e-01,-9.780186842722660145e-01,-1.352718394248619560e-01,9.806093831051561072e-01,-1.401612679344050594e-01,-1.369673564654892151e-01,4.496481336648825988e-01,-7.623383877849825296e-01,-4.654640033354688899e-01,-8.775362996747789746e-01,-4.742183058731422318e-01,-7.104253041595984253e-02,1.665731030052083617e-01,-4.404057003311835361e-01,8.822109841024512455e-01
-2.177583258967930591e-01,-3.103036064147611239e-01,-9.253610016359123946e-01,4.986812600257665290e-02,-9.504121327149656073e-01,3.069689691111820995e-01,9.747279012686655975e-01,-2.069902978846514807e-02,-2.224344142757567755e-01,8.257713567918549824e-01,2.460930917607919433e-01,5.074838485013619671e-01,-2.098318227820152038e-01,-7.011474882602156677e-01,6.814417112669047816e-01,5.235191232897955516e-01,-6.692013074509082227e-01,-5.273493506736107728e-01
5.967624266660509491e-01,5.118276916802377841e-01,6.179862621037186532e-01,7.965846669182343742e-01,-4.705774246162896524e-01,-3.794861734928778874e-01,-9.657885146558933820e-02,-7.187414705377588309e-01,6.885370171449081145e-01,-1.463617402942931356e-01,-5.592633768339387579e-02,9.876489688808210987e-01,6.764396601042836910e-01,-7.341574246004282100e-01,5.867079462618372820e-02,7.218085807303948886e-01,6.766720924180260610e-01,1.452833511679272327e-01
-3.613816678148624173e-01,-9.185704650879965572e-01,-1.600986909233486633e-01,6.138010693455276945e-01,-1.051090445226118830e-01,-7.824323204148908584e-01,7.018914000311126111e-01,-3.810254445933566325e-01,6.018040155522388357e-01,-3.812817835928185017e-01,-8.621471320709331865e-01,-3.336562964521184727e-01,5.202810960166635024e-01,9.821576638634836598e-02,-8.483285002643975448e-01,7.641542924226618627e-01,-4.970472672643995171e-01,4.111109722167659575e-01
4.794030171589678813e-01,-4.726780706974519908e-01,7.394242277749717429e-01,8.307435732613014379e-01,-2.719001717569402565e-02,-5.559908438553916588e-01,2.829096368523403293e-01,8.808156131947935119e-01,3.796392931828275752e-01,8.422625520775938179e-01,1.904249451010189553e-01,-5.043135271346711468e-01,5.224198383511593491e-01,-5.190403795526212782e-01,6.765165163475461707e-01,1.329334640520867805e-01,8.332679189055250957e-01,5.366500437510165478e-01
7.614635886264725650e-01,4.286896603761506941e-01,4.862081635294441817e-01,-4.827177717176274752e-01,8.756289848258661523e-01,-1.604474371225312126e-02,4.326161763781641856e-01,2.224838331641289246e-01,-8.736957067060210358e-01,8.596815421345771480e-01,-2.250853921771978072e-01,4.585675657321962029e-01,1.276812791530937963e-01,9.638771610008248780e-01,2.337483892026204213e-01,-4.946161512394685045e-01,-1.423986823303748095e-01,8.573665949893477523e-01
7.267174128708071557e-01,6.864221234485496925e-01,-2.657950847447054787e-02,4.778892036791211884e-01,-4.773904552752391561e-01,7.373738958079781858e-01,4.934609516844227217e-01,-5.485645100190891243e-01,-6.749616785493974813e-01,7.370552900535074503e-01,6.744847262175992508e-01,-4.265974101318015937e-02,4.346950713402659150e-01,-4.247959322530620585e-01,7.940960967626862210e-01,-5.174840039620761667e-01,6.038367080928617181e-01,6.062932752414095239e-01
7.701396314216792938e-01,-4.378022391094908983e-01,-4.639117885378601369e-01,5.228338326902739475e-01,8.498830789786125939e-01,6.590550402077485770e-02,-3.654172019870967625e-01,2.933052190066689491e-01,-8.834264638301092543e-01,1.847113800456263166e-01,9.448147917749905034e-01,2.705673951621328510e-01,9.815644507370138161e-01,-1.911118308120955123e-01,-2.738096600478950177e-03,-4.912163607805355992e-02,-2.660850942214362247e-01,9.626971421491726799e-01
