a12,b12,c12,a25,b25,c25,a50,b50,c50,a1,b1,c1,aDisk,bDisk,cDisk
12.181034149038425,11.50071135332353,7.964788981062033,24.230491696943986,23.184613384043995,16.05624592321517,47.93574486429674,45.99997461759463,33.3511713402263,96.83575296023479,89.29272010246798,66.25536654423799,43.46382436960407,41.690605468568656,30.08836767822594
18.13504133069219,8.63658629453924,7.392716025788983,34.38087180616741,18.02694737231997,14.973901177373262,63.55071110516363,37.79319152418479,30.67001409955811,118.3888143095566,77.90486504477795,62.66804190877761,58.02958402913274,33.944913408389866,27.630998655504218
16.895107106495303,15.7900967209581,10.356498139447819,34.08759160026663,32.365990627546104,19.93341112721466,67.4293430359515,64.72992724727884,40.833633958030234,129.97108707209367,124.42832653424259,83.87086712265422,107.96142231713507,103.55783176449572,68.27914796959328
20.691385963924525,13.755659097504894,9.69656923501117,39.23061678861027,28.097278456961792,19.126538847568458,76.42755546668876,58.30477881031349,39.05274580444842,148.07786038361542,118.59478367457885,80.54971033365015,123.38125756377191,97.74278193162023,66.43750053625772
15.50507147821874,15.1116934155189,10.23085839716306,31.18158260453632,29.884397975213197,20.50628524056191,61.857326946310124,57.95921917468067,43.180428783025235,121.57049805157766,113.61356044936178,92.8114353563668,34.58420426939278,33.1147984133973,22.951532121242604
21.834367972340917,12.294014168069376,9.246885828242206,40.85880059111654,24.97771140341767,19.101689191518076,74.61870389740989,52.01912286669021,40.82909104896679,134.9975786255752,106.63383101671883,88.00782338029644,44.97421392372755,27.94878049840645,21.457542688718526
14.887464818007336,13.032195953804957,11.53297732955696,30.086463152488605,24.593691034649503,23.727921045277903,62.47792925591986,49.88604440940696,47.47222395564157,119.49473471936057,101.24224034027462,94.59753561621127,72.67059199596139,58.5617853719721,55.18888294219976
24.698260305071095,10.378209253765514,8.76471773332411,45.189765960726746,21.081414188297373,18.299478700785606,87.77513643198529,42.71833946670395,37.45245731735941,161.76117258385673,88.64446542599218,78.89474881543686,103.36676603629158,51.84441310456878,45.462775159119516
13.445054252663258,13.070955174300623,10.592409509420055,26.945115859094308,25.375498821763017,21.575327436444688,53.932320283748965,49.78855179409534,43.941039760138665,107.47804478636995,100.8815115949546,88.10017870625745,57.656371196407186,53.27452423305028,47.02636746714634
20.989977211403346,10.361524629638975,8.556291187789956,39.11682395490998,20.82806938096655,18.209670108841568,74.84078029397705,41.54703544150954,38.5387173763008,144.4336146269333,85.60623199724029,80.58502655255758,79.90840509958254,44.442696758158284,41.35159236945165
14.108517115585304,13.80825172107168,8.520906626459126,28.401170964784182,27.349177832997295,17.038103262955605,56.72528684841378,52.0761855580223,35.71785602701858,115.18510980961457,98.86804020046262,72.36158778340808,49.00403158549323,45.548929480332866,30.69060224293572
18.600697461169908,10.330457301629842,8.556422888387996,36.0728984373453,20.829330208919945,16.72855978158475,70.60237026714528,42.83197817463468,34.249806577148064,137.91436399035445,86.0810162520981,70.06604512350171,61.45937570474223,36.802384013395205,29.33359523055444
13.971119678270433,13.258041072441758,9.183881980198725,27.86826405916046,26.425259049860884,18.522994398657854,55.28408573141712,53.78339821622747,37.51996871563362,110.10574731853492,107.24182399267296,75.42292085072688,55.00529772394914,53.50961549511909,37.318345006746924
21.681576113196392,9.884299494167559,7.996330070400727,43.36221109100062,19.69657300816837,15.833369849929888,82.12893346028757,41.791154472854736,32.50050634912555,158.50590785624993,86.48824898068777,65.02163665855777,81.75457726062349,41.55535027232241,32.31738284328669
14.387970788075119,14.216210913919321,8.469920945992376,28.520252499146004,27.571370737413275,17.69824467240759,56.8472908553592,52.18427656185755,37.44501967451899,125.07382282551654,95.65055618955364,71.06167162173456,43.73808511849841,40.98481176454498,28.379889103507573
16.798052342128422,12.54629096884208,7.970390867388932,31.44912412750147,26.406775108925785,16.727534863105273,59.84783476810698,50.74797702828431,35.000827274258064,126.6361504862582,96.41922649249302,68.46122184628834,46.503611512776416,39.620600612860294,26.201595196817053
13.620332198754621,12.813839062321987,10.226428696693974,27.449139161726645,25.578989925507905,20.06045498103973,55.12772583964745,50.753137846441206,40.33712474648024,108.02599165343064,100.75276090096429,85.7671885067351,67.66144880573471,62.405094813552644,50.550666071217535
20.819795727748982,10.193588105033081,8.334435436574053,39.67006206296714,20.819203585966193,16.93351145592817,77.40784187256808,41.837432936788424,35.20115105370033,143.03267903035157,85.21864174018768,75.05814361548667,92.51460524986904,51.220879338010896,43.70690493615472
12.681640434476444,12.094778749743039,10.72060358141357,25.40643406663751,23.84017830368072,21.608998769225572,50.896531377817624,47.302760920828334,43.187276932456484,102.34581150749796,93.82386042307216,84.29208871376154,55.14061469780738,51.320888460469476,46.815959701628664
17.186111833185542,10.712787121206432,8.802018306175752,34.95675778459406,21.201625644977437,17.36608826996611,71.28747663478367,41.433784188765536,34.66293295402017,138.06885567792392,83.39379922067208,73.80453588421513,77.11060403252213,44.99622992324982,37.78677664424513
21.180681995118466,11.47940242375315,10.278318213530852,42.55841475810787,23.394393664887,20.42560470857954,80.15521340813329,49.008132008960736,42.368547798073834,160.1183257763523,95.98246982171857,85.4524826003882,88.11530716299572,54.083785531676845,46.96288239651419
24.3812331384483,11.509205693040922,9.087498329060132,57.27955264247844,20.756471197010725,16.786804129143746,121.78044780246475,38.91894921019956,34.22618433831221,206.05051120999704,83.99065594569986,76.95916144727754,130.43119549383167,43.0365537373107,38.24722144618268
13.738627382974755,12.998222737382282,10.571350767029147,27.57699160126341,24.32259180480577,22.46462661793826,53.33212377118266,47.7961874124332,44.86446952421507,109.22307576549937,100.55495531237962,88.87345321352433,44.11396848050646,38.487931173819426,37.37397407410176
17.33485528525852,11.452107947305503,9.156356069710792,31.648803489244937,24.0918601621176,18.81903118231318,60.1125729471959,49.73336899042342,39.89548020791306,117.67351417739104,104.07941220746892,79.7818692353921,49.099226722755304,39.89881407496798,31.79213916078484
