vax12,vay12,vaz12,vbx12,vby12,vbz12,vcx12,vcy12,vcz12,vax25,vay25,vaz25,vbx25,vby25,vbz25,vcx25,vcy25,vcz25,vax50,vay50,vaz50,vbx50,vby50,vbz50,vcx50,vcy50,vcz50,vax1,vay1,vaz1,vbx1,vby1,vbz1,vcx1,vcy1,vcz1,vaxDisk,vayDisk,vazDisk,vbxDisk,vbyDisk,vbzDisk,vcxDisk,vcyDisk,vczDisk
0.3578778992735539,0.32132630136164914,0.8767398800469794,-0.7476885861604456,0.6610618932679112,0.06292019862042869,0.5593614103036979,0.6780461498469609,-0.4768314496137746,-0.4111455703676331,-0.3668134960295724,0.8345101431963757,-0.6283175116719245,0.7772942587467617,0.03210513737277016,-0.6604365408526959,-0.511137451621269,-0.5500564344289048,0.7989041237055418,0.09427076091023064,-0.5940245994600625,-0.2950402926994458,0.9220719774424794,-0.25046854912172395,0.5241215763638297,0.37536154844725617,0.7644607780240729,0.67461785636668,0.6155752808824044,0.40737921085614276,-0.7210228908073597,0.43126283771950763,0.5423452366656465,-0.15816680689393625,0.6596055172363755,-0.7347814796443296,-0.7319329262397891,0.1411228217136733,0.6666022357280466,0.35236677519816395,0.9157375448572472,0.1930347240142758,-0.5831910898003382,0.3761769505570376,-0.7199854544691179
-0.5084583209379298,0.6726278955652435,0.5376261247153565,-0.7498014821431174,-0.6528457731580447,0.10765748392778195,0.4234003699159529,-0.3483735216361122,0.8362822586769895,-0.4874762735880679,0.6565949680096047,0.5755431614337531,-0.778748378460563,-0.625051997432851,0.05348797575384075,0.3948643383919785,-0.42212918459835186,0.8160202851501901,0.3618018136715695,-0.7204693695136614,0.5916276998387999,0.9241236052252676,0.19353392546601786,-0.3294543700714374,0.1228617511246547,0.6659343115400356,0.7358236764499245,0.16091885199499767,0.7474134367544023,-0.6445760448787906,0.8861498535869023,0.17814094547252135,0.42778994908023243,0.43456134211469327,-0.6400304352959548,-0.6336540711100557,0.23582272917548386,0.7120704548610195,-0.6613193689271832,0.9062957883786528,0.08445790302487834,0.41411931442973865,0.3507357757220422,-0.6970097057650352,-0.6254293610776481
-0.8519240218470342,-0.5048716241407343,0.13903274483901054,-0.07076403639836741,-0.15207321131262666,-0.985832739136653,-0.5188621321243095,0.8496931102101289,-0.09382806780944891,-0.8809952171975128,-0.4554846628400681,0.12798886354904176,-0.06600960830573654,-0.14954013231814994,-0.9865497860917072,-0.46849776828329764,0.877594137824393,-0.10167777716802956,0.8550017342856154,-0.517274738650949,-0.03740159250862936,-0.09442610268118004,-0.22617629139480588,0.9694988377214971,0.5099566113906489,0.82539150102511,0.24222535898308548,0.10824331104818877,-0.8138075468422956,-0.5709646769423222,0.04719925880160587,0.5778985870997236,-0.8147425685434152,0.9930033311031259,0.06124132371746885,0.10096476953585427,-0.8826940322276333,-0.44892824233575324,0.1389772596616154,-0.07693981497334197,-0.1536879949673132,-0.9851194166570846,-0.4636070645941343,0.8802519147586435,-0.1011190200810575
0.8914159591046401,-0.3560479004640375,-0.28037025596290777,-0.4338223895768605,-0.4915104813008888,-0.7551262020835957,-0.13105617938646424,-0.7947624420834942,0.5926018380819436,0.9148713570003326,0.1614897093601878,-0.37004252986803116,-0.4036132437793432,0.34235536353360757,-0.8484628185758577,-0.010331969138875137,0.9255883960111716,0.378390501444181,0.7814449523126451,0.06718932733724549,-0.6203461781917068,-0.5872522108458669,0.41522244035924455,-0.6947842585139323,0.21089956700223317,0.9072353163948602,0.36393056112971417,0.682393152313945,0.1032738847822124,-0.7236532943316347,-0.6867808775996006,-0.24845950770693762,-0.6830811805294804,-0.2503429883950409,0.9631211646267652,-0.09862053746266039,-0.7475871301376458,0.09439093109699136,0.6574221132417143,0.6557222496783317,0.262212313833008,0.7080063797390019,-0.10555479207192056,0.9603827646313645,-0.2579207848733231
-0.1008976778425443,0.9630714823376629,-0.24962567679210557,-0.006837667829295036,0.25022891167986006,0.9681625576617653,0.9948733109821764,0.09939221130173909,-0.018662353225472838,-0.1665950442621775,0.7966444283508467,-0.5810367854145178,0.17277601002939383,0.6037395738358883,0.7782332409649322,0.9707700765812706,0.02926058376062726,-0.23822106676862423,-0.4298523875290463,-0.7936372862016833,0.4305424286710999,0.3581580090075207,-0.587601454649932,-0.7255669308044915,0.8288243272970137,-0.15768445847232815,0.5368294384969411,0.03315206815543732,0.8657639625085489,-0.49935328335609364,0.6078817037146855,0.37912388859080853,0.6976710624561656,0.7933352221261503,-0.3266769632546498,-0.5137133315505584,-0.32634027533836335,0.8076066945695193,-0.4911959401080046,0.40994998419580586,0.5891539445864191,0.6963035545192278,0.8517294377617457,0.025866125816549672,-0.523343012168217
0.9148446683738982,-0.3522738905379808,-0.1973888010832654,-0.27219020308133607,-0.8990458450648359,0.34297093436353265,0.29828128686592664,0.2600378328568555,0.9183727997870562,0.8173701710719152,0.5482691395183882,0.17693771246863804,-0.4750481640488038,0.815165028237572,-0.33141396858355104,0.3259374867604654,-0.1868339567375394,-0.9267458267152147,0.7795006346835629,-0.6181524785255682,-0.10132262245234455,-0.5382057848018078,-0.7436880429369817,0.39656352328275485,0.3204891476068932,0.25458909655611534,0.9123985413079898,0.7974832859174333,-0.5675145659605254,0.20481119623929014,-0.52495762216151,-0.485353574749592,0.6991790918014682,0.2973884725689052,0.6651008381444341,0.684982460711736,0.7702668837544281,-0.6251123046537147,-0.1261884874374991,-0.5307558248863954,-0.7380893464608662,0.4165601649103443,0.3535352629376658,0.25388722538066577,0.9003077777338719
-0.2228868432963382,-0.550621116620602,-0.8044487808536183,0.5845449786478282,0.5849062379220071,-0.5623093995102056,0.7801465394546102,-0.5955678624400461,0.19149490386326046,-0.19914025952036113,-0.5872011168813116,-0.7845623017781975,0.5569581121667038,0.5909083112479174,-0.5836309013321995,0.8063131019212478,-0.5531927476309454,0.20937279106574666,-0.6065807569432163,0.026308448429869458,-0.7945864653059523,0.7306584499182022,0.41239149036684114,-0.5441245153787391,-0.3133656249005705,0.9106267754762257,0.26937123253318085,0.4838378947850247,0.45075090678313173,0.7501496594708148,0.16441103291658885,-0.8887137742871684,0.4279682694401028,0.8595754206730759,-0.0837343861650654,-0.5041018237898611,-0.6071863943573499,-0.028426814923583905,-0.7940507532271602,0.6935293155372075,0.4687193793700157,-0.547100751135905,-0.38773930803803375,0.8828896078198494,0.26488520042823854
-0.37248212001637365,0.5592673936921589,0.7405923660293067,0.5268941030446646,-0.5294867571006895,0.6648506435521838,0.7639631368363698,0.6378587276253066,-0.09745034195609784,-0.688573759389323,-0.12801216008391508,0.7137780220426408,0.6482213957413827,0.3325845638963208,0.684979218634396,-0.325077221569812,0.9343449013766512,-0.14602878239548311,0.6274400963798438,-0.17374616652821268,-0.7590330658618258,-0.4129825502692723,0.7521369907645223,-0.5135517114145147,0.6601244872203578,0.635690346584278,0.400166771023807,0.5209328291001237,-0.27109330470893933,0.8094055891255802,-0.22460525376649032,0.8712812737238484,0.4363730308332982,0.8235177396669922,0.409117785240552,-0.3929900383643761,0.6425196833587877,-0.21974215287895174,-0.7340857189352251,-0.4439831163748929,0.6740465811307192,-0.5903729320014829,0.6245377881846396,0.7052478945123566,0.33552639004305784
-0.8137658725594749,-0.15650494059901685,-0.5597243144849202,0.32245042545243746,0.6796696127326312,-0.658843639002015,-0.4835398926490539,0.716627812114471,0.5026268507759695,0.8248667733356284,-0.2803595358780413,0.49091072191297624,-0.23250495076634853,0.6232842266406007,0.7466312481340213,0.515302099856004,0.7300104817489113,-0.4489414688138244,0.8161197525525323,-0.38521433741045524,0.43076497506995404,-0.3222549005751891,0.31538346351033414,0.8925721539458318,0.4796877406697699,0.8672618896259939,-0.13325346619687026,0.9328360913944082,-0.3391990339088226,-0.12149420557098015,-0.3374753710009539,-0.7044544695167059,-0.6243831150389192,-0.12620301327532488,-0.6234484066651046,0.7716118737208313,0.7566601425858605,-0.45847271802712625,0.4661203658356536,-0.38209996403596574,0.26841607760826686,0.8842807397908806,0.5305327945619,0.8472045656783326,-0.027917338485772603
-0.8950532769737553,0.3029185030069621,0.3272919368309613,-0.397724299077171,-0.21022592187860092,-0.8930959879508281,0.20173005056786894,0.9295404468372064,-0.30864144956822015,0.9389076971845293,0.016153527793395878,0.34378976091133406,0.2931353684717097,-0.5609542425541463,-0.7742105614827656,0.18034409310703584,0.8276891936592695,-0.5314194264242403,0.8459069388748285,0.02255127001472849,0.5328535361467914,0.4851886183308505,-0.44736099373415855,-0.751305627509462,0.22143499137583803,0.8940691145017307,-0.3893673883217155,-0.5838980830841212,-0.5858154873178771,0.5620349129628944,-0.51321782114609,-0.27005554590165626,-0.8146640228866241,-0.6290234468036535,0.7641270947599468,0.14296603241670244,0.8183183080785361,-0.014346936340674417,0.5745862094421678,0.5352068365990577,-0.3454394784164638,-0.7708600448907644,0.2095442404866134,0.9383313552093409,-0.2750008711075112
