2.220446049250313081e-16,1.292440362215474465e+02,1.218348816042843481e+02,8.658785230950689993e+01
2.397442838276253596e-02,1.291992276989444690e+02,1.200814411829444879e+02,8.567517762210678711e+01
4.852362998180592690e-02,1.281557782202100384e+02,1.192876675017552373e+02,8.459483572054614342e+01
7.366138465643867761e-02,1.274031608005034570e+02,1.182273222306892393e+02,8.371680519232263862e+01
9.940180263022191376e-02,1.252560149847270168e+02,1.162117282225942176e+02,8.152678504850641161e+01
1.257593324112609157e-01,1.241140295891436267e+02,1.157038608909197706e+02,8.090997797077906739e+01
1.527487689023809825e-01,1.265556532833421102e+02,1.175781915048338391e+02,8.259160718673992108e+01
1.803852617057493113e-01,1.275179328944533950e+02,1.146076251689355132e+02,8.190966553812035045e+01
2.144250355144945441e-01,1.228539714573564225e+02,1.130016399644567144e+02,8.248478832452440201e+01
2.435401815546702764e-01,1.189363633096810275e+02,1.097282582986549500e+02,8.032004041961084795e+01
2.733533465784399041e-01,1.181599563735985612e+02,1.072897510099955127e+02,7.833752451022076002e+01
3.100741201278338632e-01,1.188176833449314103e+02,1.026134406865217699e+02,7.670319650311624571e+01
3.478538418581775815e-01,1.147703714638351329e+02,9.944601423247370064e+01,7.476127063053390032e+01
3.801678672602386566e-01,1.161814774464837541e+02,9.837510627418180320e+01,7.399484399154037817e+01
4.199689419972665316e-01,1.103817189991804213e+02,1.000010875398621124e+02,7.292401277222172951e+01
4.609177941806474887e-01,1.080484447821468166e+02,9.834612564211353458e+01,7.156390592141158891e+01
5.030475232448832212e-01,1.111054761892776526e+02,9.196969813249397419e+01,6.923772769000764526e+01
5.463921831410221142e-01,1.035216602470452472e+02,9.313202251450138647e+01,6.912418472058088526e+01
5.985432881875667466e-01,1.048731235622123137e+02,8.790738293664036007e+01,6.486132577637472707e+01
6.446418406845371152e-01,1.020104915566056718e+02,8.411583543628536574e+01,6.238087762537994507e+01
7.001063537185232555e-01,9.923913818222798966e+01,8.347366020648017582e+01,6.011520578471007781e+01
7.574413726158526483e-01,9.919783137493459435e+01,8.023858504702711514e+01,5.818553516893447153e+01
8.167099790118506064e-01,9.237086526768784722e+01,8.044363176276154093e+01,5.638530254271739039e+01
8.868969375752482343e-01,9.003510516245404460e+01,7.743232026831034887e+01,5.526957912359530667e+01
9.505313515850326578e-01,8.461015820267365939e+01,7.424046861678523612e+01,5.636382240415615286e+01
1.035510445664141077e+00,8.759901085793765674e+01,7.097039436145514912e+01,5.361217783682939597e+01
1.114150563765380575e+00,8.648719470513285046e+01,6.656351695286313941e+01,4.968089957672766133e+01
1.206258080781000608e+00,9.143264887287459430e+01,5.626256515005587744e+01,4.401202945328795124e+01
1.302378459905965347e+00,6.382815222672175537e+01,6.008238100067890031e+01,4.180776395573534643e+01
1.414098220372521642e+00,6.599677997245035499e+01,5.838772885294815751e+01,3.949045700254585256e+01
1.531239029157613452e+00,6.406422919100292290e+01,5.625490365919822011e+01,3.867142879353094997e+01
1.666669556114465323e+00,5.574497643625988985e+01,5.225367424153463247e+01,3.387976175152022051e+01
1.822689252620353972e+00,6.035358764804132647e+01,5.019850343355128786e+01,2.947627167610186305e+01
2.002028139252851613e+00,6.112575067710562138e+01,4.047376921748402623e+01,2.631176930627067634e+01
2.207925472383703180e+00,3.651530042694510314e+01,3.180457613312792375e+01,2.022992453718541128e+01
2.444225704554146450e+00,3.406759680715420302e+01,2.323093194852795662e+01,1.594456686608934071e+01
2.733142617318718770e+00,3.642714864186456225e+01,2.027546515256246096e+01,1.386359497742623681e+01
3.084822635834012949e+00,4.115174076814589199e+01,1.646166917284426745e+01,1.117067733522129913e+01
3.490861369260648495e+00,2.286855237925006890e+01,1.133807352947521707e+01,8.549054936097032709e+00
3.937261084727583516e+00,2.121085289713016664e+01,8.518438451230728958e+00,7.655987868359904525e+00
4.428033736605549109e+00,1.360472119736367347e+01,9.108485907888095312e+00,5.038321737166728376e+00
