6.529575597527969011e-01,7.488837368094639624e-01,1.132235571953373321e-01,7.235328826722586815e-01,-5.725568536000475994e-01,-3.855889224129569470e-01,2.239343494277824531e-01,-3.336941685704248317e-01,9.156973348265511348e-01
6.531499359701653518e-01,7.487851235551783446e-01,1.127652423605106785e-01,7.215143028322740237e-01,-5.702101754965988034e-01,-3.927817034544696662e-01,2.298092077150653001e-01,-3.379070796869956816e-01,9.126919160082335170e-01
6.527088550420585555e-01,7.491662178122786564e-01,1.127879809134393480e-01,7.201230830205241906e-01,-5.672505594570578236e-01,-3.995616949817258901e-01,2.353590785389424456e-01,-3.420186849932323470e-01,9.097413496509869635e-01
6.526712007148517403e-01,7.492392851613466354e-01,1.125202085331661606e-01,7.211529817227508854e-01,-5.688151735467688042e-01,-3.954588161810844160e-01,2.322900788019566787e-01,-3.392488642779407648e-01,9.115654268215244160e-01
6.519352859420493029e-01,7.499010024697897459e-01,1.123782427272429357e-01,7.220106319416188523e-01,-5.686184505928042476e-01,-3.941747138119124916e-01,2.316916707758887028e-01,-3.381146908080799318e-01,9.121389288660110006e-01
6.509194601783455658e-01,7.508014350763709821e-01,1.122544495705724149e-01,7.224963164336030141e-01,-5.672935260053756368e-01,-3.951925202888621480e-01,2.330298888576429472e-01,-3.383419282909664316e-01,9.117136669258311121e-01
6.511961894360835945e-01,7.504954404913991572e-01,1.126947943143122022e-01,7.218393542463639179e-01,-5.666770578760620403e-01,-3.972720210864633672e-01,2.342892859802113426e-01,-3.400495638558462819e-01,9.107550848588944481e-01
6.515799750948992886e-01,7.501822170070848728e-01,1.125618822766626115e-01,7.212574317977105132e-01,-5.666929045457340663e-01,-3.983049949650272481e-01,2.350133041593630845e-01,-3.407136528286683896e-01,9.103202478492085081e-01
6.518012542604050275e-01,7.498672029501157743e-01,1.133768181081692000e-01,7.206234728730304129e-01,-5.657943650469746677e-01,-4.007225309681296532e-01,2.363407186436046192e-01,-3.428934447038338162e-01,9.091573847745856307e-01
6.513351291982392155e-01,7.504795089813378617e-01,1.119957859539499195e-01,7.205003533128000459e-01,-5.653996488689411182e-01,-4.015002838542068297e-01,2.379953578296085948e-01,-3.422042426066750909e-01,9.089854047197615250e-01
6.524056928116191978e-01,7.496825704014690173e-01,1.110984051336389722e-01,7.181057934995308534e-01,-5.646367208691142059e-01,-4.068285176687883031e-01,2.422620096701104120e-01,-3.451976493002540392e-01,9.067236081564097328e-01
6.529844569270831789e-01,7.492906892401121066e-01,1.103393041020283433e-01,7.159727618908882096e-01,-5.631987598553297447e-01,-4.125411023495141882e-01,2.469702476857807694e-01,-3.483828639808455585e-01,9.042317605805094693e-01
6.529028653711589358e-01,7.494744536169166693e-01,1.095714003093643946e-01,7.144737075020050066e-01,-5.613571660185380230e-01,-4.176187896251502552e-01,2.514859234201198834e-01,-3.509503889943134669e-01,9.019914937438542335e-01
6.544832100492183891e-01,7.483942091771194072e-01,1.075073738579124943e-01,7.116782042845677392e-01,-5.617827357694077373e-01,-4.217988754581180610e-01,2.552760492289939398e-01,-3.525709367795284432e-01,9.002932151407350148e-01
6.560087838510220148e-01,7.474193932873057777e-01,1.049605928353064266e-01,7.086830664616601272e-01,-5.621382592308215020e-01,-4.263436276285127446e-01,2.596551305497377671e-01,-3.540689594513722893e-01,8.984511033619030362e-01
6.587203868159126063e-01,7.452753079773047906e-01,1.032093373316001483e-01,7.042460495151806610e-01,-5.624628245519784908e-01,-4.332125029812412542e-01,2.648111661832938668e-01,-3.580506756261520040e-01,8.953629208026764319e-01
6.599815595965298209e-01,7.443429890478503452e-01,1.018717607968157857e-01,7.010840077451020447e-01,-5.614622333597911741e-01,-4.395922822283171993e-01,2.700102869829172914e-01,-3.615434623471247555e-01,8.924016863259816024e-01
6.620527834079763529e-01,7.427859801541957241e-01,9.977524576828689096e-02,6.969186955571708975e-01,-5.611938419194004712e-01,-4.465039793491600850e-01,2.756636424424572795e-01,-3.651444364605798132e-01,8.892013814413716188e-01
